STT,CID,SMILES,IC50 (uM),Substructures
2584,153354348,CCC(C(=O)NC1=CC=C(C=C1)Cl)N2CCC3(CC2)CCOC4=C3C=CC(=C4)C(F)(F)F,0.012,Other
2585,153434844,C[C@@H](CSC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO)NC(=O)CS(=O)(=O)N,0.056,Other
2586,153434859,C1C(CS1(=O)=O)C(=O)NCCSC2=NON=C2C(=NC3=CC(=C(C=C3)F)C(F)F)NO,0.0415,Other
2587,153434865,C1=CC(=CC(=C1)Cl)N=C(C2=NON=C2SCCNC(=O)CS(=O)(=O)N)NO,0.0155,Other
2588,153434882,C1=CC(=CC(=C1)N=C(C2=NON=C2SCCNC(=O)CS(=O)(=O)N)NO)C(F)(F)F,0.14,Other
2589,153528093,C1CC1C2=C(N3C=NC=C3S2)C(CC4CCC(CC4)(F)F)O,0.0285,Imidazole
2590,153581829,CC1=NC=CC(=N1)N2C[C@@H]3C[C@@H]3C4=C2C=CC(=N4)C5(CC5)NC(=O)C6=CC=C(C=C6)F,0.009,Other
2591,154573629,C[C@H](C(=O)NC1=CC=C(C=C1)F)C23CC(C2)(C3)NC(=O)C4=CC(=CC=C4)Cl,0.121,Other
2592,154601080,C1CC2=C([C@H]1N=C(C3=NON=C3NCC(=O)NCC(CO)O)NO)C=C(C=C2)F,0.0625,Other
2593,154601082,C1[C@@H](C2=C1C=CC(=C2)F)N=C(C3=NON=C3SC4CN(C4)C(=O)COO)NO,0.0458,Other
2594,154601085,CC(CNC(=O)CNC1=NON=C1C(=N[C@H]2CCC3=C2C=C(C=C3)F)NO)O,0.0541,Other
2595,154601087,C[C@H]1C[C@@H](C2=CC=CC=C12)N=C(C3=NON=C3N)NO,1.739,Other
2596,154601090,CS(NCCSC1=NON=C1C(=NC2CCC3=C2C=C(C=C3)F)NO)(O)O,5.901,Other
2597,154601093,C1[C@@H](C2=C1C=CC(=C2)F)N=C(C3=NON=C3NCC(=O)N)NO,0.040975,Other
2598,154601100,C1[C@@H](C2=C1C=CC(=C2)F)N=C(C3=NON=C3SC[C@@H](CNS(=O)(=O)N)O)NO,0.0467,Other
2599,154702349,CC1(CN(CCN1C(=O)O)C2=CC(=CC3=CN=CN23)Br)C,0.229,Imidazole
2600,154702356,CN1C(=[NH2+])C(C(=O)N(C1=O)C)N2CCN(CC2)C3=CC(=CC4=CN=CN34)C(F)(F)F,0.794,Imidazole
2601,155005346,C[C@@H](C(=O)NCCO)NC1=NON=C1C(=N[C@H]2CC3=C2C=C(C=C3)F)NO,0.14,Other
2602,155005349,C1[C@@H](C2=C1C=CC(=C2)Br)N=C(C3=NON=C3NCC(=O)NCCO)NO,0.0827,Other
2603,155005393,C1CC2=C(C1NC(C3=NON=C3NCC(=O)NCCO)NO)C(=C(C=C2)F)F,0.372,Other
2604,155005431,C1[C@@H](C2=C1C=CC(=C2)Cl)N=C(C3=NON=C3NCC(=O)NCCO)NO,0.049,Other
2605,155093172,C1CC(C1)(C2=CC3=C(C=C2)N(CC3)C(=O)OC4CC4)C(=O)NC5=CC=C(C=C5)F,0.000925,Other
2606,155227625,C1C(CN1)CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.182,Other
2607,155237783,C1CN(CC1(CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)O)S(=O)(=O)N,0.101,Other
2608,155237832,C1CN(CC1CSC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)S(=O)(=O)N,0.107,Other
2609,155237839,CN(C)S(=O)(=O)N1CCC(C1)CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.183,Other
2610,155237842,C1CN(CC1CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)S(=O)(=O)O,0.069,Other
2611,155237844,C1C(CN1S(=O)(=O)N)COC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.34,Other
2612,155237845,CN1CCC(C1)CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.173,Other
2613,155237847,C1CN(CC1CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)S(=O)(=O)C4COC4,0.096,Other
2614,155237892,CN(C)C(=O)C(=O)N1CC(C1)CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.183,Other
2615,155270639,C1CC2(CCN(C1)C(=O)C(=O)NC3=CC=C(C=C3)Cl)COC4=C2C=CC(=C4)C(F)(F)F,0.7,Other
2616,155280243,C1CN(CCC1C2=C3C=C(C=CC3=NC=C2)F)C(=O)C(=O)NC4=CC=C(C=C4)C#N,0.036,Quinoline
2617,155391318,CC(C1=NC2=C(C=C1)N(CCC2)C(=O)OC3CC3)C4=NC5=C(N4)C=C(C=C5)Cl,0.001147,Imidazole
2618,155399491,C1CC2=C(C=CC(=N2)C3(CCC3)C4=NC5=C(N4)C=C(C=N5)Cl)N(C1)C(=O)OC6CC6,0.001375,Imidazole
2619,155399532,C1CC2=C(C=CC(=N2)C3(CCC3)C4=NC5=C(N4)C=C(C=C5)Cl)N(C1)C(=O)OC6CC6,0.0006928,Imidazole
2620,155399577,C1CC2=C(C=CC(=N2)C3(CCC3)C4=NC5=C(N4)C=C(C=N5)C(F)(F)F)N(C1)C(=O)OC6CC6,0.001349,Imidazole
2621,155510561,CCOP(=O)(CC)N1CCC(CC1)NC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.2,Other
2622,155511297,C1C(C2=C1C=C(C=C2)F)N=C(C3=NON=C3N)NO,0.4425,Other
2623,155511361,COC1=CC=CC=C1C(C2=CC=CC=C2)ON.Cl,23,Other
2624,155511756,CS(=O)(=O)CCC(=O)NCCSC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.14,Other
2625,155511770,COP(=O)(C)NCCCCNC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.06995,Other
2626,155512330,C1=CC=C(C=C1)C(COC2=CC=CC=C2C3=CN=CN3)O,7.2,Imidazole
2627,155512917,CC1=CC=CC=C1NC(=O)[C@@H](CC2=CC=CC=C2)NC3=C(C4=CC=CC=C4C(=C3)N=O)O,10,Other
2628,155513388,CC1=CC(=C(C=C1)C(C2=CC=C(C=C2)Cl)ON)O.Cl,1.76,Other
2629,155513720,C1C(CC2=CC=CC=C21)N=C(C3=NON=C3N)NO,43.8,Other
2630,155513747,C1=CC=C2C(=C1)N=CN2CC3=CC=CC(=C3)CNC(=O)C4=CC5=C(N4)C=CC(=C5)O,0.781,Imidazole; Indole; Brassinin
2631,155514083,C1=CC=C(C=C1)C(C2=CC=C(C=C2)O)ON.Cl,2.89,Other
2632,155514242,CCOP(=O)(CC1=CC=CC2=CC=CC=C21)NCCNC3=NON=C3C(=NC4=CC(=C(C=C4)F)Br)NO,0.126,Other
2633,155514258,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)ON)Cl.Cl,2.045,Other
2634,155514316,C1=CC=C(C=C1)C(C2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)ON.Cl,3.35,Other
2635,155514339,CCCP(=O)(NCCNC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO)OCC,0.0372,Other
2636,155514783,CCOP(=O)(C1=CC=CC=C1)NCCNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.132,Other
2637,155515087,CS(=O)(=O)CC(=O)NCCSC1=NON=C1C(=NC2=CC(=C(C=C2)F)C(F)F)NO,0.057,Other
2638,155516616,C1COC(=O)N1CCNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.04415,Other
2639,155516651,CC1=CC2=C(C=C1)NC(=C2)C(=O)NCC3=CC(=CC=C3)CN4C=NC5=CC=CC=C54,0.636,Imidazole; Indole; Brassinin
2640,155516689,C1=CC=C(C=C1)C(CCC2=CC(=CC=C2)Cl)ON.Cl,6.87,Other
2641,155517655,CC1=C(C=C(C=C1)NC(=O)[C@@H](CC2=CC=CC=C2)NC3=C(C4=CC=CC=C4C(=C3)N=O)O)F,2.22,Other
2642,155518566,C1=CC=C(C=C1)C(C2=CC=CC=C2F)ON.Cl,6.63,Other
2643,155518865,COCCN1CCN(S1(=O)=O)CCNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.05035,Other
2644,155519004,COP(=O)(C)NCCNC1=NON=C1C(=NC2=CC(=C(C=C2)F)Cl)NO,0.0179,Other
2645,155519650,CC1=CC=CC=C1NC(=O)[C@@H](CC2=CC=CC=C2)NC3=CC(=O)C4=CC=CC=C4C3=O,10,Naphthoquinone
2646,155519816,C1=CC=C2C(=C1)C=C(N2)C(=O)NCC3=CC(=CC=C3)CN4C=NC5=CC=CC=C54,0.09175,Imidazole; Indole; Brassinin
2647,155520130,CC1=C(C(=C(O1)C)C(=O)O)C2=CC(=C(C=C2)N(CC(C)C)C3CCCCC3)NC4=NC(=CS4)C5=CC=CC=C5,0.341,Furan
2648,155520170,C1=CC=C(C=C1)C(C2=CC=C(C=C2)Cl)ON.Cl,6.075,Other
2649,155521897,C1=CC=C(C=C1)C(C2=CC=CC=C2Br)ON.Cl,17,Other
2650,155522016,C1CN(S(=O)(=O)C1)CCNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.03395,Other
2651,155522175,C1=CC=C2C(=C1)N=CN2CC3=CC=CC(=C3)CNC(=O)C4=CC=C(C=C4)Cl,0.477,Imidazole
2652,155524514,CCOP(=O)(CC1=CC=CC=C1)NCCNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.119,Other
2653,155524534,CC1=CC(=C(C(=C1C(=O)OC2=C(C(=C(C(=C2C)OC)C(=O)OC3=CC(=C(C(=C3C)C)C(=O)O)OC)C)O)O)C)O,14.5,Other
2654,155525014,C1=CC=C(C=C1)CCC(C2=CC=CC=C2F)ON.Cl,15.35,Other
2655,155525566,COP(=O)(C)NCCNC1=NON=C1C(=NC2=CC(=CC=C2)Cl)NO,0.0144,Other
2656,155525993,COP(=O)(C)NCCNC1=NON=C1C(=NC2=CC=CC(=C2)C#N)NO,0.036,Other
2657,155528885,C1=CC(=CC(=C1)N=C(C2=NON=C2SCCNC(=O)CS(=O)(=O)N)NO)C#N,0.142,Other
2658,155529610,CCOP(=O)(CC)NCCCNC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.044,Other
2659,155529671,CCCN1C2=C(N=C1SCC3=CC=CC(=C3)C)N(C(=O)NC2=O)C,96.87,Imidazole
2660,155529868,CC1=CC(=CC=C1)N=C(C2=NON=C2NCCNP(=O)(C)OC)NO,0.094,Other
2661,155530161,COP(=O)(C)N1CCCC(C1)NC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.148,Other
2662,155530398,COP(=O)(C)NCCCNC1=NON=C1C(=NC2=CC(=C(C=C2)F)Cl)NO,0.035,Other
2663,155530883,C1=CC=C(C=C1)CCC2=CC=CC=C2C3=NNN=C3,100,Triazole
2664,155531195,CCCCN(CCCC)C1=C(C=C(C=C1)/C(=C/C(=O)O)/C)NC(=O)N/N=C/C2=CC=C(C=C2)Cl,9.155,Other
2665,155531250,C1=CC(=C(C=C1N=C(C2=NON=C2SCCNC(=O)CS(=O)(=O)N)NO)C#N)F,0.0945,Other
2666,155531385,CCCCN(CCCC)C1=C(C=C(C=C1)/C(=C/C(=O)O)/C)NC(=O)N/N=C/C2=CC=CC=C2C(F)(F)F,7.59,Other
2667,155531812,C1=CC=C2C(=C1)N=CN2CC3=CC=CC(=C3)CNC(=O)C4=CC=C(C=C4)Br,0.134,Imidazole
2668,155532036,C1[C@@H](C2=C1C=CC(=C2)F)N=C(C3=NON=C3SCC(=O)NCCO)NO,0.037666667,Other
2669,155532280,CCCN1C2=C(N=C1SCC3=CC=C(C=C3)F)N(C(=O)NC2=O)C,96.87,Imidazole
2670,155532641,C1=CC=C(C=C1)CC2=CC=CC=C2C3=NNN=C3,105,Triazole
2671,155533149,C1CCC(CC1)C(C2=CC=CC=C2)ON.Cl,21,Other
2672,155533289,C1=CC=C(C=C1)C(C2=C(C(=CC=C2)Cl)Cl)ON.Cl,4.935,Other
2673,155536043,C1=CC=C2C(=C1)NC(=N2)C(=O)NCC3=CC(=CC=C3)CN4C=NC5=CC=CC=C54,0.407,Imidazole
2674,155536067,CCOP(=O)(CC)NCCNC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.0494,Other
2675,155536135,CC(C)CN(CC(C)C)C1=C(C=C(C=C1)/C(=C/C(=O)O)/C)NC(=O)N/N=C/C2=CC=CC=C2F,6.025,Other
2676,155536325,CC1=C(C=CC(=C1)N=C(C2=NON=C2NCCNP(=O)(C)OC)NO)F,0.023,Other
2677,155536365,C1=CC=C(C=C1)C(C2=CC(=CC(=C2)Cl)Cl)ON.Cl,1.435,Other
2678,155536449,CCOC1=CC=C(C=C1)/C=N/NC(=O)C2=C(C=CC3=CC=CC=C32)O,27.3,Other
2679,155539267,COP(=O)(C)NCCNC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.104,Other
2680,155539290,CC1=CC(=CC=C1)NC(=O)NC2=C(C=CC(=C2)C3=C(OC(=C3C(=O)O)C)C)N(CC(C)C)C4CCCCC4,0.0527,"1,3-diphenylurea; Furan"
2681,155540830,CC1=C(C(=C(O1)C)C(=O)O)C2=CC(=C(C=C2)N(C)C3CCCCC3)NC(=O)NC4=CC=CC=C4F,0.0295,"1,3-diphenylurea; Furan"
2682,155540952,C1=CC=C(C=C1)C(C2=CC(=CC=C2)Br)ON.Cl,0.795,Other
2683,155541165,CCN(C1CCCCC1)C2=C(C=C(C=C2)C3=C(OC(=C3C(=O)O)C)C)NC(=O)NC4=CC=CC=C4F,0.0074,"1,3-diphenylurea; Furan"
2684,155541436,C1[C@@H](C2=C1C=CC(=C2)F)N=C(C3=NON=C3NCCNS(=O)(=O)N)NO,0.034333333,Other
2685,155541799,C1=CC=C(C=C1)C(C2=CC(=CC=C2)C(F)(F)F)ON.Cl,1.73,Other
2686,155542022,CCN(C1CCCCC1)C2=C(C=C(C=C2)C3=C(OC(=C3C(=O)O)C)C)NC(=O)NC4=CC=CC=C4C,0.151,"1,3-diphenylurea; Furan"
2687,155544755,CCCP(=O)(NCCCNC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO)OCC,0.143,Other
2688,155546342,CC1=CC=C(C=C1)C(=O)NCC2=CC(=CC=C2)CN3C=NC4=CC=CC=C43,0.327,Imidazole
2689,155547279,CCN(C1CCCCC1)C2=C(C=C(C=C2)C3=C(OC(=C3C(=O)O)C)C)NC(=O)NC4=CC=C(C=C4)F,0.0096,"1,3-diphenylurea; Furan"
2690,155547734,CC1=C(C(=C(O1)C)C(=O)O)C2=CC(=C(C=C2)N(CC(C)C)CC(C)C)NC(=O)NC3=CC=CC=C3F,0.0071,"1,3-diphenylurea; Furan"
2691,155547809,CC1=C(C(=C(O1)C)C(=O)O)C2=CC(=C(C=C2)N(CC(C)C)C3CCCCC3)NC(=O)NC4=CC=CC=C4F,0.0046,"1,3-diphenylurea; Furan"
2692,155548140,CC1=C(C(=C(O1)C)C(=O)O)C2=CC(=C(C=C2)N(CC(C)C)CC(C)C)NC(=O)NC3=C(C=C(C=C3)F)F,0.0066,"1,3-diphenylurea; Furan"
2693,155548653,CC1=C(C(=C(O1)C)C(=O)O)C2=CC(=C(C=C2)N(CC(C)C)C3CCCCC3)NC4=NC(=NS4)C5=CC=CC=C5,0.306,Furan
2694,155548933,C1=CC(=C(C=C1N=C(C2=NON=C2SCCNC(=O)CC#N)NO)C(F)F)F,0.18,Other
2695,155549756,CC1=CC(=CC=C1)NC(=O)NC2=C(C=CC(=C2)C3=C(OC(=C3C(=O)O)C)C)N(C)C4CCCCC4,0.539,"1,3-diphenylurea; Furan"
2696,155549772,CCCP(=O)(N1CCC(CC1)NC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)OCC,0.2,Other
2697,155550037,C1=CC=C(C=C1)C(C2=CC=CC=C2Cl)ON.Cl,10.24,Other
2698,155550038,C1=CC=C(C=C1)C(C2=CC=CC=C2Cl)ON,18,Other
2699,155550877,CC1=C(C=C(C=C1)NC(=O)[C@@H](CC2=CC=CC=C2)NC3=CC(=O)C4=CC=CC=C4C3=O)F,10,Naphthoquinone
2700,155551336,CCN(C1CCCCC1)C2=C(C=C(C=C2)C3=C(OC(=C3C(=O)O)C)C)NC(=O)NC4=C(C=C(C=C4)F)F,0.0078,"1,3-diphenylurea; Furan"
2701,155551998,CN1C=C(C=N1)C(CC2C3=CC=CC=C3C4=CN=CN24)O,1.2,"Imidazole; 5H-imidazo(5,1-a)isoindole"
2702,155552796,CC1=C(C(=C(O1)C)C(=O)O)C2=CC(=C(C=C2)N(C)C3CCCCC3)NC(=O)NC4=CC=C(C=C4)F,0.0357,"1,3-diphenylurea; Furan"
2703,155552938,C1=CC=C(C=C1)C(C2=CSC=C2)ON.Cl,3.36,Thiophene
2704,155553198,C1=CC=C(C=C1)C(C2=CC(=CC=C2)F)ON.Cl,2.9695,Other
2705,155554221,CC1=C(C(=C(O1)C)C(=O)O)C2=CC(=C(C=C2)N(CC(C)C)C3CCCCC3)NC(=O)NC4=CC=C(C=C4)F,0.0069,"1,3-diphenylurea; Furan"
2706,155555719,C1C(C2=CC(=C(C=C21)F)F)N=C(C3=NON=C3N)NO,0.2335,Other
2707,155556529,CC1=CSC(=N1)NC2=C(C=CC(=C2)C3=C(OC(=C3C(=O)O)C)C)N(CC(C)C)C4CCCCC4,0.006,Furan
2708,155557271,CCN(C1CCCCC1)C2=C(C=C(C=C2)C3=C(OC(=C3C(=O)O)C)C)NC(=O)NC4=CC=CC(=C4)C,0.223,"1,3-diphenylurea; Furan"
2709,155557740,C1=CC=C(C=C1)C(C2=C(C(=CC=C2)C(F)(F)F)F)ON.Cl,3.4665,Other
2710,155559016,C1=CC=C(C=C1)C(C2=CC(=C(C=C2)Cl)Cl)ON.Cl,1.955,Other
2711,155559057,CC1=C(C(=C(O1)C)C(=O)O)C2=CC(=C(C=C2)N(CC(C)C)C3CCCCC3)NC4=NC(=NS4)C,0.0043,Furan
2712,155559113,CC1=C(C(=C(O1)C)C(=O)O)C2=CC(=C(C=C2)N(CC(C)C)C3CCCCC3)NC4=NN=C(O4)C,0.0558,Furan
2713,155559275,C1CCC(CC1)C(CC2C3=C(C=CC(=C3)F)C4=CN=CN24)O,0.42,"Imidazole; 5H-imidazo(5,1-a)isoindole"
2714,155560350,C1C(CN1)C(CC2C3=CC=CC=C3C4=CN=CN24)O.Cl.Cl,24,"Imidazole; 5H-imidazo(5,1-a)isoindole"
2715,155560411,C/C(=C\C(=O)O)/C1=CC(=C(C=C1)N2CCOCC2)N3C=C(N=N3)CNC4=CC=C(C=C4)F,39.185,Triazole
2716,155561942,CC1=CC=C(C=C1)NC(=O)NC2=C(C=CC(=C2)C3=C(OC(=C3C(=O)O)C)C)N(CC(C)C)CC(C)C,0.0101,"1,3-diphenylurea; Furan"
2717,155562131,C1=CC=C(C=C1)C(C2=CC(=CC(=C2)F)F)ON.Cl,4,Other
2718,155562566,C1=CC(=CC(=C1)CN2C=NC3=C2C=C(C=C3)Br)CNC(=O)C4=CC(=CN4)Br,0.019,Imidazole
2719,155562711,C1=CC=C(C=C1)C(C2=C(C=CC(=C2)C(F)(F)F)F)ON.Cl,4.545,Other
2720,155563108,CCOP(=O)(C)N1CCC(CC1)NC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.2,Other
2721,155563312,CC1=CC=C(C=C1)NC(=O)NC2=C(C=CC(=C2)C3=C(OC(=C3C(=O)O)C)C)N(C)C4CCCCC4,0.0381,"1,3-diphenylurea; Furan"
2722,155563603,CC1=C(C(=C(O1)C)C(=O)O)C2=CC(=C(C=C2)N(CC(C)C)C3CCCCC3)NC4=NC(=NS4)C5CC5,0.0203,Furan
2723,155564599,CC1=C(C(=C(O1)C)C(=O)O)C2=CC(=C(C=C2)N(C)C3CCCCC3)NC(=O)NC4=C(C=C(C=C4)F)F,0.0195,"1,3-diphenylurea; Furan"
2724,155564613,C1=CC=C(C=C1)C(C2=C(C=C(C=C2)Cl)Cl)ON.Cl,2.995,Other
2725,155564990,CC1=C(C(=C(O1)C)C(=O)O)C2=CC(=C(C=C2)N(CC(C)C)CC(C)C)NC(=O)NC3=CC=C(C=C3)F,0.0085,"1,3-diphenylurea; Furan"
2726,155565017,CC(C)CN(CC(C)C)C1=C(C=C(C=C1)/C(=C/C(=O)O)/C)NC(=O)N/N=C/C2=CC=C(C=C2)Cl,10.23,Other
2727,155565222,CCC(C(=O)N/N=C/C1=CC=CC2=CC=CC=C21)NC3=C(C=C(C=C3)Cl)C,2.2,Other
2728,155566146,C1CCC(CC1)/C=C/C2=C(C=CC=C2Cl)C3=NNN=C3,110,Triazole
2729,155566655,CCN(C1CCCCC1)C2=C(C=C(C=C2)C3=C(OC(=C3C(=O)O)C)C)NC(=O)NC4=CC=C(C=C4)C,0.0075,"1,3-diphenylurea; Furan"
2730,155566797,CC1=CC=CC=C1NC(=O)NC2=C(C=CC(=C2)C3=C(OC(=C3C(=O)O)C)C)N(CC(C)C)C4CCCCC4,0.0371,"1,3-diphenylurea; Furan"
2731,155567075,C1=CC=C(C=C1)C(C2=C(C=C(C=C2)F)F)ON.Cl,4.105,Other
2732,155567243,C1=CC=C2C(=C1)C=C(O2)C(=O)NCC3=CC(=CC=C3)CN4C=NC5=CC=CC=C54,0.413,Furan; Imidazole
2733,155567818,C1CN(S(=O)(=O)N1)CCNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.053925,Other
2734,155568012,C1=CC=C(C=C1)NC(=O)CCCC(C2=CC(=CC=C2)Cl)ON.Cl,2.215,Other
2735,155568279,CC1=CC=C(C=C1)NC(=O)NC2=C(C=CC(=C2)C3=C(OC(=C3C(=O)O)C)C)N(CC(C)C)C4CCCCC4,0.005,"1,3-diphenylurea; Furan"
2736,155569140,CC1=CC=CC=C1NC(=O)NC2=C(C=CC(=C2)C3=C(OC(=C3C(=O)O)C)C)N(C)C4CCCCC4,0.258,"1,3-diphenylurea; Furan"
2737,155569235,CC1=C(C(=C(O1)C)C(=O)O)C2=CC(=C(C=C2)N(CC(C)C)C3CCCCC3)NC4=NN=C(S4)C,0.00585,Furan
2738,155622517,CC1=CC2=C(C=C1)N=C(N2)CC3CCC(CC3)C4=CC5=CC=CC=C5N=C4,10,Imidazole; Quinoline
2739,155622524,CC1=CC2=C(C=C1)N=C(N2)CC3CCC(CC3)C4=NC5=CC=CC=C5C=C4,5.3,Imidazole; Quinoline
2740,155739020,C[C@@H](C1=NC2=C(C=C1)N(CCC2)C(=O)OC3CC3)C4=NC5=C(N4)C=C(C=C5)Cl,0.0009819,Imidazole
2741,155739023,C1CC2=C(C=CC(=N2)C3(CCC3)C4=NC5=C(N4)C=C(C=N5)C(F)(F)F)N(C1)C(=O)C6=CC=CC=C6Cl,0.0009583,Imidazole
2742,156009086,C1CC[C@@H]([C@H](C1)CNC2=CC(=CC3=C2C=NN3)Br)O,2.85,1H-indazole
2743,156009088,C1CC[C@H]([C@@H](C1)CNC2=C(C=CC3=C2C=NN3)Br)O,1.23,1H-indazole
2744,156009089,C1CC[C@@H]([C@@H](C1)CNC2=CC(=CC3=C2C=NN3)Br)Cl,0.29,1H-indazole
2745,156009556,CCN(CC)CCC1=CNC2=C1C(=O)C(=CC2=O)C3=CN=CC=C3,2.26,"1H-indole-4,7-dione"
2746,156009581,CC(C)(C)CNCCC1=CNC2=C1C(=O)C(=CC2=O)C3=CN=CC=C3,0.56,"1H-indole-4,7-dione"
2747,156009699,CC(C)(C)OC(=O)NCCC1=CNC2=C1C(=O)C(=CC2=O)C3=CC=CC=C3F,2.09,"1H-indole-4,7-dione"
2748,156010065,CCCNC(=O)C1(CCC1)C2=CC=C(C=C2)NC(=O)C3=C(ON=C3)C,10,Other
2749,156011115,C1CC(CN(C1)CC2=CC3=C(C=C2)N=C4C(=O)C5=C(N4C3=O)C=CC(=C5)F)C(=O)O,1.205,Tryptanthrin
2750,156011330,CC(C)NCCC1=CNC2=C1C(=O)C(=CC2=O)C3=CN=CC=C3,0.51,"1H-indole-4,7-dione"
2751,156011729,C[C@H](C(=O)NC1=CN=C(C=C1)Cl)C23CC(C2)(C3)NC(=O)C4=CC(=CC=C4)Cl,0.174,Other
2752,156012327,CCCNC(=O)C1(CCC1)C2=CC=C(C=C2)NC(=O)C3=CN(N=N3)C,3.8,Triazole
2753,156012957,CC(C)(C)OC(=O)NCCC1=CNC2=C1C(=O)C(=CC2=O)C3=CC=CC=C3,2.94,"1H-indole-4,7-dione"
2754,156013010,CN(C)CCC1=CNC2=C1C(=O)C(=CC2=O)C3=CN=CC=C3,0.5,"1H-indole-4,7-dione"
2755,156013120,C[C@H](C(=O)NC1=CC=C(C=C1)F)C23CC(C2)(C3)NC(=O)OC4CCCC4,0.154,Other
2756,156014359,B(C1=CC2=C(C=C1)N=C3C(=O)C4=C(N3C2=O)C=CC(=C4)F)(O)O,1.01,Tryptanthrin
2757,156014374,C1=CC=C(C=C1)C(=O)NCCC2=CNC3=C2C(=O)C(=CC3=O)C4=CN=CC=C4,2.08,"1H-indole-4,7-dione"
2758,156014718,C1=CC=C(C=C1)CCNCCC2=CNC3=C2C(=O)C(=CC3=O)C4=CN=CC=C4,4,"1H-indole-4,7-dione"
2759,156015196,CCNCCC1=CNC2=C1C(=O)C(=CC2=O)C3=CN=CC=C3,0.16,"1H-indole-4,7-dione"
2760,156015624,C1CCC(CC1)NCCC2=CNC3=C2C(=O)C(=CC3=O)C4=CN=CC=C4,1.5,"1H-indole-4,7-dione"
2761,156016417,C[C@H](C(=O)NC1=CC=C(C=C1)F)C23CC(C2)(C3)NC4=NC=NC5=CC=CC=C54,0.443,Other
2762,156016895,C1=CC2=C(C=C1C=O)C(=O)N3C4=C(C=C(C=C4)F)C(=O)C3=N2,0.31,Tryptanthrin
2763,156017054,CCCCNCCC1=CNC2=C1C(=O)C(=CC2=O)C3=CN=CC=C3,0.88,"1H-indole-4,7-dione"
2764,156017421,C[C@H](C(=O)NC1=CC=C(C=C1)Cl)C23CC(C2)(C3)NC(=O)C4=CC(=CC=C4)Cl,0.137,Other
2765,156018002,COC(=O)C1CCCN(C1)CC2=CC3=C(C=C2)N=C4C(=O)C5=C(N4C3=O)C=CC(=C5)F,0.9,Tryptanthrin
2766,156018037,C[C@H](C(=O)NC1=CC=C(C=C1)F)C23CC(C2)(C3)NC(=O)C4=CC(=C(C=C4)F)F,0.036,Other
2767,156018412,CC(C)(C)C(=O)NCCC1=CNC2=C1C(=O)C(=CC2=O)C3=CN=CC=C3,0.77,"1H-indole-4,7-dione"
2768,156018588,C1=CC2=C(C=C1CN3C=CN=N3)C(=O)N4C5=C(C=C(C=C5)F)C(=O)C4=N2,0.43,Triazole; Tryptanthrin
2769,156018669,B1(OC(C(O1)(C)C)(C)C)C2=CC3=C(C=C2)N=C4C(=O)C5=C(N4C3=O)C=CC(=C5)F,13.09,Tryptanthrin
2770,156018783,CC(C)(C)OC(=O)NCCC1=CNC2=C1C(=O)C(=CC2=O)C3=CC=CC=C3OC,2.38,"1H-indole-4,7-dione"
2771,156019045,C1=CC=C(C=C1)S(=O)(=O)NCCC2=CNC3=C2C(=O)C(=CC3=O)C4=CN=CC=C4,3.51,"1H-indole-4,7-dione"
2772,156019215,C1=CC2=C(C=C1/C=C/C(=O)O)C(=O)N3C4=C(C=C(C=C4)F)C(=O)C3=N2,0.09,Tryptanthrin
2773,156019300,COC(=O)C1CCCN1CC2=CC3=C(C=C2)N=C4C(=O)C5=C(N4C3=O)C=CC(=C5)F,0.58,Tryptanthrin
